"electorate","constituency_code","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_name_pashto","candidate_gender","party_name_dari","party_eng_transliterated","party_eng_translated","registered_party_number","preliminary_winner","final_winner","past_winners","prelim_winner_2010","final_winner_2010","past_winners_matched_to_2010_codes","final_winner_2005","past_winners_matched_to_2005_codes"
"General","G-21","21-1633-74",54,"Humayoun Ramazan","همایون رمضان ","همایون رمضان ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1685-14",55,"Tora Baaz Stanikzai","طوره باز ستانکزی ","طوره باز ستانکزی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1529-71",56,"Abdullah Bakhtyari","عبدالله بختیاری","عبدالله بختیاری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1022-82",57,"Alhaj Munir Mohammad Mashwani","الحاج منیر محمد مشوانی ","الحاج منیر محمد مشوانی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1273-58",58,"Gull Rahman Hamdard","گل رحمن همدرد  ","گل رحمن همدرد  ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-21","21-1601-56",59,"Aatia Sadat Alamdar","عاتیکه سادات علمدار ","عاتیکه سادات علمدار ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1069-17",60,"Nasrin Shahir","نسرین شهیر","نسرین شهیر","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1318-68",61,"Alhaj Gull Mohammad Airkan","الحاج گل محمد ایرکن ","الحاج گل محمد ایرکن ","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1418-57",62,"Shir Agha Pahlawanzada","شیر اغا پهلوان زاده","شیر اغا پهلوان زاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1081-80",63,"Dr Gullalai Noor Safi","داکتر گلالی نور صافی ","داکتر گلالی نور صافی ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO","Yes","Yes","Yes",7709527,"Yes","19-08-0021"
"General","G-21","21-1078-69",64,"Sayed Nasratullah ","سیدنصرت الله ","سیدنصرت الله ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1118-4",65,"Mohammad Ali Mohaqeq","محمد علی محقق ","محمد علی محقق ","M","حزب وحدت اسالمی مردم افغانستان","Hezb-e Wahdat Islami Mardum-e Afghanistan","Islamic Unity Party of Afghanistan","22","YES","YES",NA,NA,NA,NA,NA,NA
"General","G-21","21-1245-89",66,"Marya Rahin","ماریا رهین ","ماریا رهین ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1309-85",67,"Shir Mohammad Abu Tariq Majlesi","شیرمحمد ابوطارق مجلسی ","شیرمحمد ابوطارق مجلسی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1185-10",68,"Ghullam Abass Ibrahimzada","غلام عباس ابراهیم زاده","غلام عباس ابراهیم زاده","M","حزب وحدت اسالمی افغانستان","Hezb-e Wahdat Islami Afghanistan","Islamic Unity Party of Afghanistan","5","YES","YES","Yes","Yes","Yes",4059711,NA,NA
"General","G-21","21-1637-15",69,"Gull Mohammad Pahlawan","گل محمد پهلوان","گل محمد پهلوان","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO","Yes","Yes","No",6833317,NA,NA
"General","G-21","21-1181-77",70,"Dr Tahera Aalemi","داکتر طاهره عالمی ","داکتر طاهره عالمی ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1609-24",71,"Mahbooba Sadat","محبوبه سادات ","محبوبه سادات ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1222-96",72,"Damulla Mohammad Rasool Arlati","داملا محمد رسول ارلاتی","داملا محمد رسول ارلاتی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1234-11",73,"Najla Habibi","نجلا حبیبی ","نجلا حبیبی ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1074-27",74,"Alam Khan Azadi","علم خان ازادی ","علم خان ازادی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","Yes","Yes",1813154,"Yes","19-09-0005"
"General","G-21","21-1010-97",75,"Abdul Rasool Talash","عبدالرسول تلاش","عبدالرسول تلاش","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1253-72",76,"Mohammad Hashem Azimi","محمد هاشم عظیمی ","محمد هاشم عظیمی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1194-38",77,"Shah Mardanqul Mardan","شاهمردانقل مردان ","شاهمردانقل مردان ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1613-61",78,"Zabiullah Kakar","ذبیح الله کاکر ","ذبیح الله کاکر ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1298-65",79,"Mohammad Aslam Isshaqzai","محمد اسلم اسحق زی ","محمد اسلم اسحق زی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1122-103",80,"Arefa Anwari","عارفه انوری ","عارفه انوری ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1697-41",81,"Mohammad Fahim Amiri","محمد فهیم امیری ","محمد فهیم امیری ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1021-62",82,"Sardar Wali Mohammad Geraan","سردار ولی محمد گران ","سردار ولی محمد گران ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1198-51",83,"Salman Ali Mohammadi","سلمان علی محمدی ","سلمان علی محمدی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-21","21-1249-63",84,"Eng Dost Mohammad Paikan","انجینر دوست محمد پیکان","انجینر دوست محمد پیکان","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1609-89",1,"Sayed Hussain Adeli","سیدحسین عادلی","سیدحسین عادلی","M","جزب حراست اسالمی افغانستان","Hezb-e Herasat e Islami Afghanistan","Islamic Protective Party of Afghanistan","52","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1117-12",2,"Eng Sulaiman Isshaqzai","انجینرسلیمان اسحق زی","انجینرسلیمان اسحق زی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1417-91",3,"Haj Sayed Hayatullah Aalimi","حاج سیدحیات الله عالمی","حاج سیدحیات الله عالمی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","YES",NA,NA,NA,NA,NA,NA
"General","G-22","22-1274-38",4,"Haji Abdul Karim Malekzai","حاجی عبدالکریم ملکزی","حاجی عبدالکریم ملکزی","M","حزب اسالمی افغانستان","Hezb-e Islami Afghanistan","Islamic Party of Afghanistan","26","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1577-64",5,"Qari Mohammad Ayoub Ansari","قاری محمدایوب انصاری","قاری محمدایوب انصاری","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1541-21",6,"Razia Sadat","راضیه سادات","راضیه سادات","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1141-40",7,"Mohammad Hussain Fahimi","محمدحسین فهیمی","محمدحسین فهیمی","M","حزب وحدت اسالمی افغانستان","Hezb-e Wahdat Islami Afghanistan","Islamic Unity Party of Afghanistan","5","NO","NO","Yes","No","Yes",7727514,"Yes","21-81-0043"
"General","G-22","22-1226-90",8,"Mohammad Ewaz Jahani","محمدعوض جهانی","محمدعوض جهانی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1545-57",9,"Alhaj Qazi Mohammad Omar Isshaqzai","الحاج قاضی محمدعمراسحق زی","الحاج قاضی محمدعمراسحق زی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1266-50",10,"Sayed Hassan Safaye","سیدحسن صفایی","سیدحسن صفایی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1329-127",11,"Abdul Samad Azizi","عبدالصمد عزیزی","عبدالصمد عزیزی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1326-51",12,"Dr Assadullah Ayoubi","داکتراسدالله ایوبی","داکتراسدالله ایوبی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1185-1",13,"Mohammad Akbari Sultanzadah","محمداکبرسلطان زاده","محمداکبرسلطان زاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-22","22-1142-84",14,"Abdul Bashir Azad","عبدالبشیرازاد","عبدالبشیرازاد","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1290-23",15,"Nasima Shafaq","نسیمه شفق","نسیمه شفق","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1309-53",16,"Dr Jaan Mohammad","داکترجان محمد","داکترجان محمد","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1034-86",17,"Sayed Iqbal Ziaye","سیداقبال ضیایی","سیداقبال ضیایی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1325-92",18,"Noorullah Alizadah","نورالله علیزاده","نورالله علیزاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1193-101",19,"Makhdom Hasibullah Karizi","مخدوم حسیب الله کاریزی","مخدوم حسیب الله کاریزی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1094-16",20,"Sayed Mohammad Hassan Sharifi Balkhabi","سیدمحمدحسن شریفی بلخابی","سیدمحمدحسن شریفی بلخابی","M","حزب وحدت اسالمی مردم افغانستان","Hezb-e Wahdat Islami Mardum-e Afghanistan","Islamic Unity Party of Afghanistan","22","YES","YES","Yes","Yes","Yes",13874583,NA,NA
"General","G-22","22-1173-29",21,"Ali Mohammad Payenda","علی محمدپاینده","علی محمدپاینده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1009-71",22,"Mohammad Aref Sharifi","محمدعارف شریفی","محمدعارف شریفی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1257-88",23,"Mohammad Taher Rustami","محمدطاهررستمی","محمدطاهررستمی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1265-102",24,"Ghullam ali Mohammadi","غلام علی محمدی","غلام علی محمدی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1385-62",25,"Sayed Abdul Wakil Sadat","سیدعبدالوکیل سادات","سیدعبدالوکیل سادات","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1133-52",26,"Marzia Ramazani","مرضیه رمضانی","مرضیه رمضانی","F","حزب وحدت اسالمی مردم افغانستان","Hezb-e Wahdat Islami Mardum-e Afghanistan","Islamic Unity Party of Afghanistan","22","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1525-33",27,"Abdul Matin Matin","عبدالمتین متین","عبدالمتین متین","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1398-6",28,"Feroz Hamidi","فیروزحمیدی","فیروزحمیدی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1061-27",29,"Mawlawi Abdul Rahim Urfani"," مولوی عبدالرحیم عرفانی"," مولوی عبدالرحیم عرفانی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1082-65",30,"Haji Gull Nabi Kakar","حاجی ګل نبی کاکړ","حاجی ګل نبی کاکړ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-22","22-1297-72",31,"Alhaj Hamidullah Bek","الحاج حمیدالله بیک","الحاج حمیدالله بیک","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-22","22-1305-22",32,"Aziza Jalis","عزیزه جلیس","عزیزه جلیس","F","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","Yes","Yes",7727510,NA,NA
"General","G-22","22-1253-82",33,"Mohammad Yahya Chamran","محمدیحی چمران","محمدیحی چمران","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1197-90",1,"Mohammad Musa Saghari","محمد موسی ساغری","محمد موسی ساغری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1321-14",2,"Sima Joyendah","سیما جوینده","سیما جوینده","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO","Yes","Yes","Yes",2293017,NA,NA
"General","G-23","23-1141-78",3,"Amanullah Bek","امان الله بیک","امان الله بیک","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1505-84",4,"Khudayar Waqef","خدایارواقف","خدایارواقف","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1541-1",5,"Fatema Kohistani","فاطمه کوهستانی","فاطمه کوهستانی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-23","23-1326-16",6,"Mohammad Reza Aalemi Lali","محمدرضا عالمی لعلی","محمدرضا عالمی لعلی","M","حزب وحدت اسالمی مردم افغانستان","Hezb-e Wahdat Islami Mardum-e Afghanistan","Islamic Unity Party of Afghanistan","22","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1002-69",7,"Mawlawi Deen Mohammad Azimi","مولوی دین محمد عظیمی","مولوی دین محمد عظیمی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1441-56",8,"Mohammad Ibrahim Malekzadah","محمدابراهیم ملکزاده","محمدابراهیم ملکزاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","Yes","Yes",5786940,"Yes","31-23-0025"
"General","G-23","23-1330-93",9,"Fazel Ahmad","فضل احمد ","فضل احمد ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1305-77",10,"Alhaj Gen Khudayar Qudsi","الحاج جنرال خدایارقدسی","الحاج جنرال خدایارقدسی","M","حزب وحدت اسالمی افغانستان","Hezb-e Wahdat Islami Afghanistan","Islamic Unity Party of Afghanistan","5","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1273-92",11,"Abdul Qader Emami Ghori","عبدالقادر امامی غوری","عبدالقادر امامی غوری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1094-12",12,"Atta Mohammad Dehqanpor","عطامحمد دهقانپور","عطامحمد دهقانپور","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-23","23-1001-3",13,"Aziza Afzali","عزیزه افضلی","عزیزه افضلی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1118-11",14,"Kamaluddin Saed","کمال الدین سائد","کمال الدین سائد","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1398-15",15,"Mohammad Sharif Muradi","محمدشریف مرادی","محمدشریف مرادی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1489-82",16,"Humayoun Khadem","همایون خادم","همایون خادم","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1329-89",17,"Gull Zaman Naeb","گلزمان نائب","گلزمان نائب","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-23","23-1133-83",18,"Abdul Zaher Tamim","عبدالظاهرتمیم","عبدالظاهرتمیم","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1605-59",19,"Keramuddin Rezazadah","کرام الدین رضازاده","کرام الدین رضازاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","Yes","Yes",2389901,NA,NA
"General","G-23","23-1274-13",20,"Mahboob Akbari","محبوب اکبری","محبوب اکبری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1529-86",21,"Sayed Aziz Sirat","سیدعزیزسیرت","سیدعزیزسیرت","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1093-57",22,"Abdullah Hewad","عبدالله هیواد","عبدالله هیواد","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-2307-1338-36",23,"Nader Shah Bahr","نادرشاه بحر","نادرشاه بحر","M","جزب حراست اسالمی افغانستان","Hezb-e Herasat e Islami Afghanistan","Islamic Protective Party of Afghanistan","52","NO","NO","Yes","Yes","Yes",3241001,NA,NA
"General","G-23","23-1685-2",24,"Abdul Qadir Ghafoori","عبدلقدیر غفوری","عبدلقدیر غفوری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1657-81",25,"Humayoun Hakimi","همایون حکیمی","همایون حکیمی","M","حزب اسالمی افغانستان","Hezb-e Islami Afghanistan","Islamic Party of Afghanistan","26","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1298-167",26,"Sayed Ali Aqa Mushfeq","سید علی آقا مشفق","سید علی آقا مشفق","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1161-27",27,"Haidar Ali Etemadi","حیدرعلی اعتمادی","حیدرعلی اعتمادی","M","حزب وحدت اسالمی افغانستان","Hezb-e Wahdat Islami Afghanistan","Islamic Unity Party of Afghanistan","5","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-23","23-1581-4",28,"Ruqia Nayel ","رقیه نایل","رقیه نایل","F","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","Yes","Yes",2934400,"Yes","31-23-0042"
"General","G-23","23-1609-60",30,"Gull Froz Ghafoori","گل فروز غفوری","گل فروز غفوری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1285-13",1,"Mukhtar Ansari","مختار انصاری","مختار انصاری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1541-19",2,"Abdul Karim Surosh","عبدالکریم سروش","عبدالکریم سروش","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1581-41",3,"Ali Akbar Jamshidi","علی اکبر جمشیدی","علی اکبر جمشیدی","M","حزب وحدت اسالمی افغانستان","Hezb-e Wahdat Islami Afghanistan","Islamic Unity Party of Afghanistan","5","YES","YES",NA,NA,NA,NA,NA,NA
"General","G-24","24-1325-65",4,"Shirin Mohseni","شیرین محسینی","شیرین محسینی","F","حزب وحدت اسالمی مردم افغانستان","Hezb-e Wahdat Islami Mardum-e Afghanistan","Islamic Unity Party of Afghanistan","22","YES","YES","Yes","Yes","Yes",8060258,"Yes","34-15-0004"
"General","G-24","24-1117-53",5,"Habibullah Radmanesh","حبیب الله رادمنش","حبیب الله رادمنش","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1289-34",6,"Masooma Suraya Barbari Amiri","معصومه ثریابربری امیری","معصومه ثریابربری امیری","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1561-143",7,"Aminullah Maali","امین الله مالی","امین الله مالی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1125-50",8,"Ghullam Reza Foladi","غلام رضا فولادی","غلام رضا فولادی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1437-54",9,"Leyaqat Ali Nayemi","لیاقت علی نعیمی","لیاقت علی نعیمی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-2404-1329-5",10,"Dr Mohammad Anwar Waezi"," دکترمحمد انور واعظی"," دکترمحمد انور واعظی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1265-89",11,"Rana Kamel","رعنا کامل","رعنا کامل","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1477-92",12,"Abdul Basir Mawahedi","عبدالبصیر موحدی","عبدالبصیر موحدی","M","حزب وحدت اسالمی مردم افغانستان","Hezb-e Wahdat Islami Mardum-e Afghanistan","Islamic Unity Party of Afghanistan","22","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1321-2",13,"Nasrullah Sadeqizadah Nili","نصرالله صادقی زاده نیلی","نصرالله صادقی زاده نیلی","M","جزب حراست اسالمی افغانستان","Hezb-e Herasat e Islami Afghanistan","Islamic Protective Party of Afghanistan","52","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1273-93",14,"Mohammad Ali Sadaqat","محمد علی صداقت ","محمد علی صداقت ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1441-6",15,"Sayed Mohammad Dawood Naseri","سید محمد داود ناصری ","سید محمد داود ناصری ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-24","24-1009-26",16,"Mohammad Hedayat","محمد هدایت ","محمد هدایت ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1309-35",17,"Sarwar Sadeqi","سرور صادقی","سرور صادقی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1225-211",18,"Mohammad Mahmoodi","محمد محمودی","محمد محمودی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1245-138",19,"Ghullam Haidar Salehi","غلام حیدر صالحی","غلام حیدر صالحی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-2405-1381-52",20,"Ghullam Hassan Joya","غلام حسن جویا","غلام حسن جویا","M","حزب وحدت اسالمی مردم افغانستان","Hezb-e Wahdat Islami Mardum-e Afghanistan","Islamic Unity Party of Afghanistan","22","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1397-7",21,"Mohammad Noor Akbari","محمدنور اکبری","محمدنور اکبری","M","حزب انسجام ملی افغانستان","Hezb-e Ensejam-e Milli Afghanistan","Afghan National Solidarity Party","16","NO","NO","Yes","Yes","Yes",2958214,"Yes","34-16-0033"
"General","G-24","24-1593-15",22,"Ahmad Etemadi","احمد اعتمادی","احمد اعتمادی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1193-100",23,"Alhaj Mohammad Zaher Qulagzada","الحاج محمد ظاهر قولگ زاده","الحاج محمد ظاهر قولگ زاده","M","حزب وحدت اسالمی مردم افغانستان","Hezb-e Wahdat Islami Mardum-e Afghanistan","Islamic Unity Party of Afghanistan","22","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1133-126",24,"Saranwal Fatema Akbari","سارنوال فاطمه اکبری","سارنوال فاطمه اکبری","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1509-162",25,"Akbar Mutahari","اکبر مطهری","اکبر مطهری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1033-28",26,"Gull Mohammad Tawhidi","گل محمد توحیدی","گل محمد توحیدی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1306-18",27,"Ghullam Hazrat Mohammadi","غلام حضرت محمدی","غلام حضرت محمدی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
