"electorate","constituency_code","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_name_pashto","preliminary_winner","candidate_gender","party_name_dari","party_eng_transliterated","party_eng_translated","registered_party_number","past_winners","prelim_winner_2010","final_winner_2010","past_winners_matched_to_2010_codes","final_winner_2005","past_winners_matched_to_2005_codes"
"General","G-27","27-1299-5",30,"Attaullah Jaan Habib","عطاالله جان حبېب","عطاالله جان حبېب","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","No","Yes",5768602,NA,NA
"General","G-27","27-1232-70",31,"Malalai Isshaqzai","ملالی اسحق زی ","ملالی اسحق زی ","YES","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1569-18",33,"Mawlawi Mohammad Manzor","مولوي محمد   منظور","مولوي محمد   منظور","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1297-14",34,"Dr Aziza Watanwal Azizi","ډاکتر عزیزه  وطنوال عزیزي","ډاکتر عزیزه  وطنوال عزیزي","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1581-44",35,"Haji Sahle Mohammad Kakar","حاجي صالح محمد  کاکړ","حاجي صالح محمد  کاکړ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1577-62",36,"Parwin Naama","پروین نامه","پروین نامه","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1049-18",37,"Haji Mohammad Ridi","حاجي محمد  ریدی","حاجي محمد  ریدی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1142-29",38,"Mirwais Alizai","میرویس  علیزی ","میرویس  علیزی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1212-3",39,"Dr Hayatullah Shah Wali","ډاکتر حیات الله  شاه ولي","ډاکتر حیات الله  شاه ولي","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1270-71",40,"Bibi Salma Wahedi","بی بی سلما واحدی ","بی بی سلما واحدی ","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1477-42",41,"Sayed Ali Faisal","سید علي   فیصل ","سید علي   فیصل ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1290-33",42,"Hayatullah Hemat","حیات الله همت","حیات الله همت","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1265-22",43,"Haji Najibullah Ahmadi","حاجي نجیب الله   احمدي","حاجي نجیب الله   احمدي","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1697-64",44,"Daad Mohammad Etemadi","داد محمد اعتمادی","داد محمد اعتمادی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1461-53",45,"Alhaj Abdul Khaleq Kandahari","الحاج عبدالخالق کندهاری","الحاج عبدالخالق کندهاری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1069-59",46,"Razia Haidari","راضیه حیدری","راضیه حیدری","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","1-1796-252",47,"Haji Nazar Mohammad Forqanmal","حاجی نظر محمد فرقانمل ","حاجی نظر محمد فرقانمل ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1541-2",48,"Freba Ahmadi Kakar","فریبا احمد ی  کاکړ","فریبا احمد ی  کاکړ","YES","F","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",5768603,NA,NA
"General","G-27","27-1185-12",49,"Hamdullah Nazuk","حمدالله   نازک ","حمدالله   نازک ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1266-50",50,"Mawlawi Mohammad Eqaaz","مولوي نور محمد ايقاظ","مولوي نور محمد ايقاظ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1289-14",51,"Abdul Wase Salehi","عبدالواسع  صالحی","عبدالواسع  صالحی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1397-10",52,"Sayed Muqtada Miran","سید مقتدا   میران","سید مقتدا   میران","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1009-57",53,"Rohullah Khanzada","روح الله خانزاده ","روح الله خانزاده ","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1517-69",54,"Mulla Mohammad Masood","ملا محمد مسعود","ملا محمد مسعود","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1381-58",55,"Haji Shir Agha Afghan","حاجی شیر آغا افغان","حاجی شیر آغا افغان","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1505-13",56,"Mulla Sayed Mohammad","ملا سیدمحمد ","ملا سیدمحمد ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1165-49",57,"Haji Abdul Hadi Noori","حاجی عبدالهادی نوری","حاجی عبدالهادی نوری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1441-7",58,"Abdul Mane Nasrat","عبدالمانع نصرت","عبدالمانع نصرت","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1333-55",59,"Assadullah Maashori","اسدالله   ماشوری ","اسدالله   ماشوری ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1133-67",60,"Jumma Gull Zaland","جمعه ګل ځلاند","جمعه ګل ځلاند","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1194-8",61,"Rozi Mohammad Hassani","روزي محمد  حسني ","روزي محمد  حسني ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1521-78",62,"Shir Agha Jahadwal","شیر اغا جهاد وال","شیر اغا جهاد وال","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1326-19",63,"Haji Hayatullah Amin","حاجي حیات الله     امین","حاجي حیات الله     امین","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1553-19",64,"Haji Gull Mohammad Popal","حاجي ګل محمد  پوپل ","حاجي ګل محمد  پوپل ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1549-74",65,"Haji Abdul Basir Noorzai","حاجی عبدالبصیر نورزی","حاجی عبدالبصیر نورزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1349-11",66,"Shekeba Hashemi","شکیبا  هاشمي ","شکیبا  هاشمي ","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",6496945,"Yes","28-44-0022"
"General","G-27","27-1261-21",67,"Zemaryalai Ahadi","زمریالی    احدي ","زمریالی    احدي ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1233-22",68,"Nematullah Noorzai","نعمت الله   نورزی ","نعمت الله   نورزی ","NO","M","د افغانستان د ملی وحدت ولسی تحریک","De Afghanistan de Milli Wahdat Wolesi Tahrik","National Unity and Public Movement Party of Afghanistan","12",NA,NA,NA,NA,NA,NA
"General","G-27","27-1169-60",69,"Mohammad Younus Fakor","محمد یونس  فکور","محمد یونس  فکور","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1338-46",70,"Akhtar Mohammad Karzai","اختر محمد کرزی","اختر محمد کرزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1225-1",71,"Bibi Hamida Yousufi","بي بي حمیده  یوسفي","بي بي حمیده  یوسفي","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",102252873,NA,NA
"General","G-27","27-1298-9",72,"Hafizullah Isshaqi","حفیظ الله اسحاقي","حفیظ الله اسحاقي","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1202-1039",73,"Feroz Nabawi","فیروز نبوی","فیروز نبوی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1645-9",74,"Haji Mohammad Rafiq Shirzai","حاجی محمد رفیق  شیرزی","حاجی محمد رفیق  شیرزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1178-63",75,"Haji Habibullah Afghan","حاجی حبیب الله افغان ","حاجی حبیب الله افغان ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1201-1037",76,"Abdul Rahim Ashna","عبدالرحیم اشنا","عبدالرحیم اشنا","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1334-25",77,"Saranwal Shir Ahmad Qayoumi","څارنوال شبیراحمد  قیومي ","څارنوال شبیراحمد  قیومي ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1006-38",78,"Hafizullah Wafa","حفیظ الله وفآ","حفیظ الله وفآ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1206-82",79,"Shmasia Fazli","شمسیه فضلی","شمسیه فضلی","NO","F","حزب متحد ملی افغانستان","Hezb-e Motahid-e Milli Afghanistan","National United Party of Afghanistan","2",NA,NA,NA,NA,NA,NA
"General","G-27","27-1369-79",80,"Dr Mohammad Haroon Nazari","ډاکترمحمد هارون  نظری","ډاکترمحمد هارون  نظری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1533-15",81,"Haji Sayed Jamaluddin Agha","حاجي سیدجمال الدین اغا","حاجي سیدجمال الدین اغا","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1329-15",82,"Haji Sayed Ahmad Khadem","حاجي سیداحمد  خادم ","حاجي سیداحمد  خادم ","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1001-28",83,"Nazar Mohammad Popal","نظرمحمد   پوپل ","نظرمحمد   پوپل ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1006-13",84,"Abdul Wase Alokozai","عبدالواسع    الکوزی ","عبدالواسع    الکوزی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1173-10",85,"haji Faizullah Abdali","حاجي فیض الله   ابدالي ","حاجي فیض الله   ابدالي ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1489-7",86,"Bibi Mariam Durani","بي بي مریم  درانی ","بي بي مریم  درانی ","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1190-2040",87,"Haji Feda Mohammad Watanpal","حاجي فدامحمد    وطنپال ","حاجي فدامحمد    وطنپال ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1162-2039",88,"Yasamin Naderi","یاسمین نادری","یاسمین نادری","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1198-48",89,"Haji Abdul Baqi Shah Wali","حاجی عبدالباقی شاه ولي","حاجی عبدالباقی شاه ولي","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1313-32",90,"Fateh Khan Mazlomyar","فتح خان  مظلوم یار","فتح خان  مظلوم یار","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1593-1",91,"Abdul Rauf Aziz","عبدالروف عزیز","عبدالروف عزیز","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1141-2",92,"Mohammad Nayem Lalai Hamidzai","محمد نعیم  لالی حمیدزی","محمد نعیم  لالی حمیدزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",6129827,NA,NA
"General","G-27","27-1250-30",93,"Zarghona Baloch","زرغونه   بلوڅ ","زرغونه   بلوڅ ","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1073-56",94,"Haji Ezatullah Noorzai","حاجی عزت الله نورزی","حاجی عزت الله نورزی","NO","M","د افغانستان د ملی وحدت ولسی تحریک","De Afghanistan de Milli Wahdat Wolesi Tahrik","National Unity and Public Movement Party of Afghanistan","12",NA,NA,NA,NA,NA,NA
"General","G-27","27-1197-41",95,"Dr Mahmood Khan Nasrat","ډاکتر محمود خان   نصرت ","ډاکتر محمود خان   نصرت ","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",7183273,NA,NA
"General","G-27","27-1125-26",96,"Ahmad Khan Muslim","احمد خان   مسلم ","احمد خان   مسلم ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1249-8",97,"Haji Mohammad Omar Nangyalai","حاجی محمد عمر ننګیالي","حاجی محمد عمر ننګیالي","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",5684482,NA,NA
"General","G-27","27-1641-66",98,"Haji Mohammad Sediq Sediqi","حاجی محمد صدیق صدیقی","حاجی محمد صدیق صدیقی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1273-6",99,"Alhaj Mulla Abdullah Haqnama","الحاج ملا عبدالله حقنما","الحاج ملا عبدالله حقنما","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1157-11",100,"Eng Hekmatullah Sulhi","انجینر حکمت الله صلحي","انجینر حکمت الله صلحي","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1685-16",101,"Haji Mukhtar Rashidi","حاجي مختار  رشیدي","حاجي مختار  رشیدي","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1081-31",102,"Mohammad Omar Shirzad","محمد عمر  شیرزاد ","محمد عمر  شیرزاد ","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1017-24",103,"Munawar Ahmad Wahedi","منور احمد واحدی","منور احمد واحدی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1010-16",104,"Sayed Ahmad Silab"," سید احمد سیلاب"," سید احمد سیلاب","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1010-27",105,"Abdul Rauf Kakar","عبدالروف  کاکړ","عبدالروف  کاکړ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","1-1050-250",106,"Arezo Safi","آرزو  صافی","آرزو  صافی","YES","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1161-37",107,"Ahmad Farid Zafar Haidari","احمد فرید ظفرحیدری","احمد فرید ظفرحیدری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1463-28",108,"Sayed Ahmad Kuchi","سید احمد کوچی ","سید احمد کوچی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1134-51",109,"Haji Mohammad Qasem Hakimi","حاجی محمد قاسم حکیمی","حاجی محمد قاسم حکیمی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1693-2041",110,"Ahmad Shah Separ","احمدشاه  سپر","احمدشاه  سپر","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1174-45",111,"Sayed Jalal Agha","سید جلال آغا","سید جلال آغا","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-27","27-1285-65",112,"Hafizullah Haqmal","حفیظ الله حقمل","حفیظ الله حقمل","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1593-11",1,"Mohammad Yousuf Khadang","محمد یوسف خدنگ ","محمد یوسف خدنگ ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1249-9",2,"Samir Safi","سمیر صافی","سمیر صافی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1305-1029",3,"Nasir Ahmad Haidarzai","نصیر احمد حیدرزی ","نصیر احمد حیدرزی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1449-1027",4,"Wahid Ahmad Mahdi","وحید احمد مهدی ","وحید احمد مهدی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1329-8",5,"Fawzia Sadat","فوزیه سادات","فوزیه سادات","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1141-1030",6,"Haji Bator Dostum","حاجی باتور دوستم ","حاجی باتور دوستم ","YES","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24",NA,NA,NA,NA,NA,NA
"General","G-28","28-1461-6",7,"Junaidullah Mubarez","جنیدالله مبارز","جنیدالله مبارز","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1126-1035",8,"Mohammad Omar Makhdom","محمد عمر مخدوم ","محمد عمر مخدوم ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1234-3",9,"Mohammad Ibrahim Sharwal","محمد ابراهیم شاروال","محمد ابراهیم شاروال","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1545-1023",10,"Khudaiqul Faiz","خدایقل  فیض","خدایقل  فیض","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1225-1026",11,"Dr Sayed Nawid Saraj","دوکتور سید نوید سراج ","دوکتور سید نوید سراج ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1397-11",12,"Mohammad Karim Jawzjani","محمد کریم جوزجانی ","محمد کریم جوزجانی ","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1266-1022",13,"haji Abdul Qader Folad"," حاجی عبدالقادر  فولاد "," حاجی عبدالقادر  فولاد ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1181-10",14,"Haji Mohammad Amin Khaksar","حاجی محمد امین خاکسار ","حاجی محمد امین خاکسار ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1441-3",15,"Baktash Eshchi","بکتاش ایشچی","بکتاش ایشچی","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1665-1033",16,"Jamila Mujahid","جمیله مجاهد ","جمیله مجاهد ","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1553-1036",17,"Mohammad Ershad Baai","محمد ارشاد بای ","محمد ارشاد بای ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1689-5",18,"Abdul Qader Hayat","عبدالقادر حیات","عبدالقادر حیات","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1274-1028",19,"Amanullah Sharifi","امان الله شریفی ","امان الله شریفی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1093-1032",20,"Shah Mahmood Paiwaston","شاه محمود پیوستون ","شاه محمود پیوستون ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1233-1034",21,"Anna Murad Shahi","انه مراد شاهی ","انه مراد شاهی ","NO","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24",NA,NA,NA,NA,NA,NA
"General","G-28","28-1297-4",22,"Saayra Shekeb Sadat","سایره شکیب سادات","سایره شکیب سادات","NO","F","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24",NA,NA,NA,NA,NA,NA
"General","G-28","28-1437-1025",23,"Azizullah Ulfati","عزیزالله الفتی ","عزیزالله الفتی ","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1185-12",24,"Noor Ahmad Makhdomzadah","نور احمد مخدوم زاده ","نور احمد مخدوم زاده ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1330-2",25,"Khan Murad Hamidi","خانمراد  حمیدی","خانمراد  حمیدی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1298-15",26,"Ustad Najibullah Arghandiwal","استاد نجیب الله ارغندیوال","استاد نجیب الله ارغندیوال","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1577-10",27,"Ahmad Farid Sheberghani","احمد فرید شبرغانی ","احمد فرید شبرغانی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1505-17",28,"Halima Sadaf Karimi","حلیمه صدف کریمی ","حلیمه صدف کریمی ","YES","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1306-12",29,"Abdul Hakim Ahmadi","عبدالحکیم احمدی ","عبدالحکیم احمدی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-28","28-1361-7",30,"Eng Abdul Ghafar Dehqan","انجنیر عبدالغفار دهقان","انجنیر عبدالغفار دهقان","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-29","29-1066-6",1,"Dr Ihsanullah Wahedi","داکتر احسان الله واحدی","داکتر احسان الله واحدی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-29","29-1305-2025",2,"Ustad Ihsanullah Quanch","استاد احسان الله قووانچ","استاد احسان الله قووانچ","NO","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24",NA,NA,NA,NA,NA,NA
"General","G-29","29-1186-2021",3,"Ustad Sayed Shah Wali Parsa","استاد سید شاه ولی پارسا","استاد سید شاه ولی پارسا","NO","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24",NA,NA,NA,NA,NA,NA
"General","G-29","29-1074-2043",4,"Sayed Farukh Shah Jenab","سید فرخ شاه جناب","سید فرخ شاه جناب","NO","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24",NA,NA,NA,NA,NA,NA
"General","G-29","29-1541-1007",5,"Hashmatullah Arman","حشمت الله ارمان","حشمت الله ارمان","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-29","29-1649-2041",6,"Shahr Bano Sadat Karezi","شهر بانو سادات کاریزی","شهر بانو سادات کاریزی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-29","29-1225-1",7,"Alhaj Dr Fawzia Salimi","الحاج داکتر فوزیه سلیمی","الحاج داکتر فوزیه سلیمی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-29","29-1537-2039",8,"Fathullah Qaisari","فتح الله قیصاری","فتح الله قیصاری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",11582510,"Yes","22-20-0011"
"General","G-29","29-1281-2059",9,"Haji Zaheeruddin Safari","حاجی ظهیر الدین صفری","حاجی ظهیر الدین صفری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-29","29-1234-2036",10,"Khairullah Anosh","خیر الله انوش ","خیر الله انوش ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-29","29-1545-3",11,"Mohammad Hashem Khan","محمد هاشم خان","محمد هاشم خان","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-29","29-1290-2029",12,"Dr Manizha Bostani","داکتر منیژه بوستانی","داکتر منیژه بوستانی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-29","29-1229-2016",13,"Abdul Rahim Uzbik Oghly","عبدالرحیم اوزبیک اوغلی","عبدالرحیم اوزبیک اوغلی","NO","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24",NA,NA,NA,NA,NA,NA
"General","G-29","29-1142-2015",14,"Sanjar Kargar","سنجر کارگر","سنجر کارگر","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
